20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_ACR_January 2018_Risk Management Request.xlsx,Working Documents,CoGen ACR January 2018 Risk Management Request,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_CE Log_January 2018.pdf,Working Documents,CoGen January 2018 Change Event Log,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Financials MASTER FILE_January 2018_V1.pdf,Working Documents,CoGen January 2018 Financial Master File V1,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Financials MASTER FILE_January 2018_V1_CF.pdf,Working Documents,CoGen January 2018 Financial Master File V1 CF,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_January 2018 Internal Review_01 30 2018.pdf,Working Documents,CoGen January 2018 Internal Review,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Narrative_January 2018.docx,Working Documents,CoGen January 2018 Narrative,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Narrative_January 2018.pdf,Working Documents,CoGen January 2018 Narrative,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Retail OSCRs_01 20 2018.pdf,Working Documents,CoGen January 2018 Retail OSCRs,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,December 2017 Hard Cost Summary - Internal (Textura HC Bill) Version.xlsx,Working Documents,CoGen December 2017 Hard Cost Summary,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Exec Summary - Interiors & Cogen.xlsx,Working Documents,CoGen Exec Summary,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Trade Detail Report - HCO - 2017-12-31 (2).xlsx,Working Documents,CoGen Trade Detail Report - HCO,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Transaction Details-HCO-2018-01-18 21_05_36Z.xlsx,Working Documents,CoGen Transaction Details - HCO,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Transaction Spread Report-HCO-2018-01-18 21_05_12Z.xlsx,Working Documents,CoGen Transaction Spread Report - HCO,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Change Event Log by Cost Code  with Reason Code - 201801181606_Lender.xls,Lender Report,CoGen Change Event Log by Cost Code with Reason Code - Lender,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Trade Detail Minimum Exposure Report - HCO - 2017-12-31.xlsx,Lender Report,CoGen Trade Detail Minimum Exposure Minimum Exposure Report - HCO ,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Transaction Details-HCO-2018-01-18 21_05_45Z.xlsx,Lender Report,CoGen Transaction Details - HCO,2018,January,2018,January
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Transaction Spread Report-HCO-2018-01-18 21_05_21Z.xlsx,Lender Report,CoGen Transaction Spread Report - HCO,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Retail Interiors_Financials MASTER FILE_January 2018_V1.xlsx,Internal Monthly,Tower B Retail Interiors January 2018 Financials Master File,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Retail Interiors_Full Cost Report_January 2018_V1.pdf,Internal Monthly,Tower B Retail Interiors January 2018 Full Cost Report V1,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Change Event Log by Cost Code  with Reason Code - 201801160840.xls,Working Documents,Tower B Retail Interiors Change Event Log by Cost Code with Reason Code,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Contingency Pivot_January 2018.xlsx,Working Documents,Tower B Retail Interiors Janaury 2018 Contingency Pivot,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Cost Category Report HBI-2018-01-16 15_51_14Z.xlsx,Working Documents,Tower B Retail Interiors Cost Category Report HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Cost Category Report HBI-2018-01-16 15_51_37Z.xlsx,Working Documents,Tower B Retail Interiors Cost Category Report HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,December 2017 Hard Cost Summary - Internal (Textura HC Bill) Version.xlsx,Working Documents,Tower B Retail Interiors December 2017 Hard Cost Summary - Internal ,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Exec Summary - Interiors & Cogen.xlsx,Working Documents,Tower B Retail Interiors & CoGen Executive Summary,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Retail Interiors_ACR_January 2017_Risk Management Request.xlsx,Working Documents,Tower B Retail Interiors January 2018 ACR Risk Management Request,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Retail Interiors_Financials MASTER FILE_January 2018_V1.pdf,Working Documents,Tower B Retail Interiors January 2018 Master File V1,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Retail Interiors_Narrative_January 2018.docx,Working Documents,Tower B Retail Interiors January 2018 Narrative,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Retail Interiors_Narrative_January 2018.pdf,Working Documents,Tower B Retail Interiors January 2018 Narrative,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Tower A Alloc_Trade Detail Report - HBI - 2017-12-31 (3).xlsx,Working Documents,Tower B Retail Interiors  Allocated Trade Detail Report - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Trade Detail Report - HBI - 2017-12-31 (2).xlsx,Working Documents,Tower B Retail Trade Detail Report - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Transaction Details-HBI-2018-01-16 15_50_41Z.xlsx,Working Documents,Tower B Retail Transaction Details - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Transaction Spread Report-HBI-2018-01-16 15_50_27Z.xlsx,Working Documents,Tower B Retail Transaction Spread Report - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Trade Detail Report - HBI - 2017-12-31 (1).xlsx,Working Documents,Tower B Retail Trade Detail Report - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Transaction Details-HBI-2018-01-16 13_38_47Z.xlsx,Working Documents,Tower B Retail Interiors Transaction Details - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Transaction Spread Report-HBI-2018-01-16 13_38_58Z.xlsx,Working Documents,Tower B Retail Interiors Transaction Spread Report - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Change Event Log by Cost Code  with Reason Code - 201801160840.xls,Lender Report,Tower B Retail Interiors Change Event Log by Cost Code with Reason Code,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Tower A Alloc_Trade Detail Minimum Exposure Report - HBI - 2017-12-31 (1).xlsx,Lender Report,Tower B Retail Interiors Allocated Trade Detail Minimum Exposure Report,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Trade Detail Minimum Exposure Report - HBI - 2017-12-31.xlsx,Lender Report,Tower B Retail Interiors Trade Detail Minimum Exposure Report - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Transaction Details-HBI-2018-01-16 16_23_29Z.xlsx,Lender Report,Tower B Retail Interiors Transaction Details - HBI,2018,January,2018,January
20 Hudson Yards - Retail Interiors (Tower B),COST - MONTHLY COST REPORTS,Transaction Spread Report-HBI-2018-01-16 16_24_06Z.xlsx,Lender Report,Tower B Retail Transaction Spread Report - HBI,2018,January,2018,January
30 Hudson Yards (Tower A),COST - MONTHLY COST REPORTS,30 Hudson Yards-Financial Summary - R46 - ALLOCATED ACR - Week Ending 2018-Jan-12.xlsx,Internal Monthly,Tower A Financial Summary R46 Allocated ACR,2018,January,2018,January
30 Hudson Yards (Tower A),COST - MONTHLY COST REPORTS,30HY Cost Report - DEC 2017 s.pdf,Internal Monthly,Tower A Cost Report December 2017,2018,January,2018,January
30 Hudson Yards (Tower A),COST - MONTHLY COST REPORTS,30HY Cost Report - DEC 2017.pdf,Internal Monthly,Tower A Cost Report December 2017,2018,January,2018,January
30 Hudson Yards (Tower A),COST - MONTHLY COST REPORTS,30HY Monthly Report - Jan 2018 Lenders Version.pdf,Lender Report,Tower A January 2018 Monthly Report - Lender Version,2018,January,2018,January
30 Hudson Yards Steel (Tower A),COST - MONTHLY COST REPORTS,12.31.17 Reconciliation Trade Detail Report - HSA - 2018-01-31 (Sam Parcel File).xlsx,Internal Monthly,Tower A Steel Reconciliation Trade Detail Report - HAS,2018,January,2018,January
30 Hudson Yards Steel (Tower A),COST - MONTHLY COST REPORTS,Copy of Tower A-Steel - CE Log (Detail) - 01.17.18.xlsx,Internal Monthly,Tower A Steel CE Log Detail,2018,January,2018,January
30 Hudson Yards Steel (Tower A),COST - MONTHLY COST REPORTS,Final Steel Change Event Log January 2018.xlsx,Internal Monthly,Tower A Steel January 2018 Change Event Log File,2018,January,2018,January
30 Hudson Yards Steel (Tower A),COST - MONTHLY COST REPORTS,Steel Change Event Log File.xlsx,Internal Monthly,Tower A Steel Change Event Log File,2018,January,2018,January
30 Hudson Yards Steel (Tower A),COST - MONTHLY COST REPORTS,Tower A-Steel-CEIs for Executive Report - DEC 2017.xlsx,Internal Monthly,Tower A Steel CEIs for Executive Report,2018,January,2018,January
30 Hudson Yards Steel (Tower A),COST - MONTHLY COST REPORTS,Tower A-Steel-Report (JAN 2018).xlsx,Internal Monthly,Tower A Steel January 2018 Report,2018,January,2018,January
35 Hudson Yards (Tower E),COST - MONTHLY COST REPORTS,35 HY Lender ACR - January 2018.pdf,Lender Report,Tower E January 2018 Lender ACR,2018,January,2018,January
35 Hudson Yards (Tower E),COST - MONTHLY COST REPORTS,35 HY Lender ACR - January 2018.xlsx,Lender Report,Tower E January 2018 Lender ACR,2018,January,2018,January
35 Hudson Yards (Tower E),COST - MONTHLY COST REPORTS,35 HY Monthly Financial Report - January 2018.pdf,Internal Monthly,Tower E January 2018 Monthly Financial Report,2018,January,2018,January
35 Hudson Yards (Tower E),COST - MONTHLY COST REPORTS,35 HY Monthly Financial Report - January 2018.xlsx,Internal Monthly,Tower E January 2018 Monthly Financial Report,2018,January,2018,January
50 Hudson Yards,COST - MONTHLY COST REPORTS,50 HY Monthly Financial Report - January 2018.pdf,Internal Monthly,50HY January 2018 Monthly Financial Report,2018,January,2018,January
50 Hudson Yards,COST - MONTHLY COST REPORTS,50 HY Monthly Financial Report - January 2018.xlsx,Internal Monthly,50HY January 2018 Monthly Financial Report,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Full Cost Report_January 2018_V2.pdf,Internal Monthly,HY Landscape January 2018 Full Cost Report V2,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Monthly Financial Report_January 2018_V2.xlsx,Internal Monthly,HY Landscape January 2018 Monthly Financial Report V2,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Change Event Log by Cost Code  with Reason Code - 201801281648.xls,Working Documents,HY Landscape Change Event Log by Cost Code with Reason Code,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape Cash Flow 1.12.2018 TO ACCT.xlsx,Working Documents,HY Landscape Cash Flow,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape Requisition HY087.xlsx,Working Documents,HY Landscape Requisition,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_ACR_January 2018.pdf,Working Documents,HY Landscape January 2018 ACR,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_ACR_January 2018_Risk Mangement Request.xlsx,Working Documents,HY Landscape January 2018 ACR Risk Management Request ,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_January 2018 Internal Review_02 01 2018.pdf,Working Documents,HY Landscape January 2018 Internal Review,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Monthly Financial Report_January 2018_V1.pdf,Working Documents,HY Landscape January 2018 Monthly Financial Report V1,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Monthly Financial Report_January 2018_V1.xlsx,Working Documents,HY Landscape January 2018 Monthly Financial Report V1,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Monthly Financial Report_January 2018_V1_OSCR.pdf,Working Documents,HY Landscape January 2018 Monthly Financial Report OSCR V1,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Monthly Financial Report_January 2018_V2.pdf,Working Documents,HY Landscape January 2018 Monthly Financial Report V2,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Narrative_January 2018.docx,Working Documents,HY Landscape January 2018 Narrative,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Landscape_Narrative_January 2018.pdf,Working Documents,HY Landscape January 2018 Narrative,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Trade Detail Report - EPO - 2017-12-31 (8).xlsx,Working Documents,HY Landscape Trade Detail Report - EPO,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Transaction Details-EPO-2018-01-28 22_17_15Z.xlsx,Working Documents,HY Landscape Transaction Details - EPO,2018,January,2018,January
Hudson Yards - Landscape Plaza Overbuild,COST - MONTHLY COST REPORTS,Transaction Spread Report-EPO-2018-01-28 22_17_31Z.xlsx,Working Documents,HY Landscape Transaction Spread Report - EPO,2018,January,2018,January
Maintenance of Equipment (MoE),COST - MONTHLY COST REPORTS,MOE January ACR V.1 For Review.pdf,Internal Monthly,MoE January 2018 ACR V1 for Review,2018,January,2018,January
Maintenance of Equipment (MoE),COST - MONTHLY COST REPORTS,MOE January ACR V.1 For Review.xlsx,Internal Monthly,MoE January 2018 ACR V1 for Review,2018,January,2018,January
Hudson Yards Platform,COST - MONTHLY COST REPORTS,Platform ACR Jan 2018 V.2 NM Comments for Review.pdf,Internal Monthly,HY Platform January 2018 ACR V2 Comments for Review,2018,January,2018,January
Hudson Yards Platform,COST - MONTHLY COST REPORTS,Platform ACR Jan 2018 V.2 NM Comments for Review.xlsx,Internal Monthly,HY Platform January 2018 ACR V2 Comments for Review,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Full Cost Report_January 2018_V2.pdf,Internal Monthly,HY Vessel January 2018 Full Cost Report,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Monthly Financial Report_January 2018_V2.xlsx,Internal Monthly,HY Vessel January 2018 Monthly Financial Report V2,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Change Event Log by Cost Code  with Reason Code - 201801311017.xls,Working Documents,HY Vessel Change Event Log by Cost Code with Reason Code,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Trade Detail Report - VES - 2017-12-31 (2).xlsx,Working Documents,HY Vessel Trade Detail Report -VES,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Transaction Details-VES-2018-01-31 15_20_25Z.xlsx,Working Documents,HY Vessel Transaction Details -VES,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Transaction Spread Report-VES-2018-01-31 15_20_34Z.xlsx,Working Documents,HY Vessel Transaction Spread Report -VES,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel Cash Flow 1.12.2018 to ACCT.xlsx,Working Documents,HY Vessel Cash Flow,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel Requisition - HY087.xlsx,Working Documents,HY Vessel Requisition,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_ACR_January 2018.pdf,Working Documents,HY Vessel January 2018 ACR,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_ACR_January 2018_Risk Management Request.xlsx,Working Documents,HY Vessel January 2018 ACR Risk Management Request,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Contingency Details_January 2018.xlsx,Working Documents,HY Vessel January 2018 Contingency Details,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_January 2018 Internal Review_02 01 2018.pdf,Working Documents,HY Vessel January 2018 Internal Review,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Monthly Financial Report_January 2018_V1.pdf,Working Documents,HY Vessel January 2018 Monthly Financial Report V1,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Monthly Financial Report_January 2018_V1.xlsx,Working Documents,HY Vessel January 2018 Monthly Financial Report V1,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Monthly Financial Report_January 2018_V2.pdf,Working Documents,HY Vessel January 2018 Monthly Financial Report V2,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Monthly Financial Report_January 2018_V2_Contin.pdf,Working Documents,HY Vessel January 2018 Monthly Financial Report V2,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Narrative_January 2018.docx,Working Documents,HY Vessel January 2018 Narrative,2018,January,2018,January
Hudson Yards Vessel,COST - MONTHLY COST REPORTS,Vessel_Narrative_January 2018.pdf,Working Documents,HY Vessel January 2018 Narrative,2018,January,2018,January
Hudson Yards Wide,COST - MONTHLY COST REPORTS,Feb '18 HY Cost Report.pdf,Internal Monthly,Hudson Yards Wide February 2018 Cost Report,2018,February,2018,February
Hudson Yards Wide,COST - MONTHLY COST REPORTS,Feb Naratives.pdf,Internal Monthly,Hudson Yards Wide February 2018 Narratives,2018,February,2018,February
Hudson Yards Wide,COST - MONTHLY COST REPORTS,"HY Cost Summary February 2018 FR, MV, ND,db.xlsx",Internal Monthly,"Hudson Yards Wide February 2018 Cost Summary FR,MV,ND,db",2018,February,2018,February
Hudson Yards Wide,COST - MONTHLY COST REPORTS,HY Cost Summary February 2018 JC (Recovered).xlsx,Internal Monthly,Hudson Yards Wide February 2018 Cost Summary JC,2018,February,2018,February
Hudson Yards Wide,COST - MONTHLY COST REPORTS,HY Cost Summary February 2018 JC.xlsx,Internal Monthly,Hudson Yards Wide February 2018 Cost Summary,2018,February,2018,February
Hudson Yards Wide,COST - MONTHLY COST REPORTS,"HY Cost Summary February 2018 FR, MV, ND.xlsx",Working Documents,"Hudson Yards Wide February 2018 Cost Summary FR,MV,ND",2018,February,2018,February
10 Hudson Yards (Tower C),COST - MONTHLY COST REPORTS,10 HY Tower C & Terra Firma - Financial Report - Feb 2018.pdf,Internal Monthly,Tower C & Terra Firma February 2018 Financial Report,2018,February,2018,February
10 Hudson Yards (Tower C),COST - MONTHLY COST REPORTS,10 HY Tower C & Terra Firma - Financial Report - Feb 2018.xlsx,Internal Monthly,Tower C & Terra Firma February 2018 Financial Report,2018,February,2018,February
10 Hudson Yards (Tower C),COST - MONTHLY COST REPORTS,10 HY Tower C - Financial Report-Lender - Feb 2018.pdf,Lender Report,Tower C February 2018 Financial Report - Lender,2018,February,2018,February
15 Hudson Yards (Tower D),COST - MONTHLY COST REPORTS,15 HY Tower D - Financial Report - Feb 2018.pdf,Internal Monthly,Tower D February 2018 Financial Report,2018,February,2018,February
15 Hudson Yards (Tower D),COST - MONTHLY COST REPORTS,15 HY Tower D - Financial Report - Feb 2018.xlsx,Internal Monthly,Tower D February 2018 Financial Report,2018,February,2018,February
15 Hudson Yards (Tower D),COST - MONTHLY COST REPORTS,15 HY Tower D - Financial Report - Lender - Feb 2018.pdf,Lender Report,Tower D February 2018 Financial Report - Lender,2018,February,2018,February
15 Hudson Yards (Tower D),COST - MONTHLY COST REPORTS,15 HY Tower D - Financial Report - Lender - Feb 2018.xlsx,Lender Report,Tower D February 2018 Financial Report - Lender,2018,February,2018,February
20 Hudson Yards - Retail C&S (Tower B),COST - MONTHLY COST REPORTS,February - Internal Retail ACR Reporting Final.pdf,Internal Monthly,Tower B Retail February 2018 Internal ACR Reporting - Final,2018,February,2018,February
20 Hudson Yards - Retail C&S (Tower B),COST - MONTHLY COST REPORTS,February- Internal Retail ACR Reporting  - Final.xlsx,Internal Monthly,Tower B Retail February 2018 Internal ACR Reporting - Final,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Financials MASTER FILE_February 2018_V1.xlsx,Internal Monthly,CoGen February 2018 Financials Master File,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Full Cost Report_February 2018_V1.pdf,Internal Monthly,CoGen February 2018 Full Cost Report V1,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Change Event Log by Cost Code  with Reason Code - 201802221343.xlsx,Working Documents,CoGen Change Event Log by Cost Code with Reason Code,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Cogen Cash Flow 2.21.18 -AA.xlsx,Working Documents,CoGen Cash Flow ,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_ACR_February 2018.pdf,Working Documents,CoGen February 2018 ACR,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_ACR_February 2018_Risk Management Request.xlsx,Working Documents,CoGen February 2018 ACR Risk Management Request,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_CE Log_February 2018.pdf,Working Documents,CoGen February 2018 CE Log,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_February 2018 Internal Review_02 27 2018.pdf,Working Documents,CoGen February 2018 Internal Review,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Financials MASTER FILE_February 2018_V1.pdf,Working Documents,CoGen February 2018 Financials Master File V1,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Narrative_February 2018.docx,Working Documents,CoGen February 2018 Narrative,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,CoGen_Narrative_February 2018.pdf,Working Documents,CoGen February 2018 Narrative,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Exec Summary - Interiors & Cogen.xlsx,Working Documents,CoGen Exec Summary - Interiors & CoGen,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,January 2018 Hard Cost Summary (HYB28) - INTERNAL (TEXTURA) VERSION.xlsx,Working Documents,CoGen Hard Cost Summary (HYB ) - Internal Textura Version,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Trade Detail Report - HCO - 2018-01-31 (9).xlsx,Working Documents,CoGen Trade Detail Report - HCO,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Transaction Details-HCO-2018-02-22 18_41_57Z.xlsx,Working Documents,CoGen Transaction Details - HCO,2018,February,2018,February
20 Hudson Yards - CoGen,COST - MONTHLY COST REPORTS,Transaction Spread Report-HCO-2018-02-22 18_41_47Z.xlsx,Working Documents,CoGen Transaction Spread Report - HCO,2018,February,2018,February
